dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,98.981656675
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,108.083072796
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,93.200231634
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,99.014876984
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,93.040334226
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,97.879704255
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,93.12927031
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,102.170480959
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,100.545354619
9.850800133937021e-8,1515.0,3258.0,4770.0,9.401846928,109.072851948
