avg std dim
1.0651667192883622e-7 1.077631118493966701865023533899149931392862743663327918279464373038158190730484 5000
1.0e-7 1.0 5000
1.0e-7 1.0 7000
1.1356043499663999e-7 1.222571660509461519654386897328591495446753107386606518904952948066202919993158 7000
1.1212911631308172e-7 1.139500022570150688252239114919967568959025064628034446661733707247725670153024 10000
1.2144193860087037e-7 1.239570222003140788624276022147963059191108781292949301677253635199298408283166 10000
1.1297270447298195e-7 1.222849923101252556257335358640560936463457121021535344593131094581138369168817 20000
1.0e-7 1.0 20000
