dual_gaps,times
1.973203e-7, 495.8761
1.973203e-7, 477.7108
1.973203e-7, 492.7384
1.973203e-7, 478.0991
1.973203e-7, 475.1555
1.973203e-7, 474.6244
1.973203e-7, 466.0979
1.973203e-7, 456.2368
1.973203e-7, 441.1021
1.973203e-7, 441.7103
