dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.710742405
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.601022296
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.600635527
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.596290889
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.600929181
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.59833573
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.606398602
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.581370354
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.594028608
1.831083292214153e-7,127.0,2813.0,2115.0,8.906702792,2.603489911
