dual_gaps,times
6.877578e-8, 89.82089
6.877578e-8, 89.41425
6.877578e-8, 89.03547
6.877578e-8, 89.03098
6.877578e-8, 88.83465
6.877578e-8, 88.78245
6.877578e-8, 89.46941
6.877578e-8, 88.72046
6.877578e-8, 89.26004
6.877578e-8, 89.27957
