dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,45.293137271
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,30.177708567
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,20.697705056
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,21.740070452
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,21.441662463
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,21.492770436
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,43.422669397
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,35.657665844
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,39.649435972
1.5732413874425255e-7,312.0,1795.0,806.0,33.864218568,40.27973131
