dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,464.534238541
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,512.846377472
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,467.533396298
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,460.62395894
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,507.331085799
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,469.855978462
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,472.978561563
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,465.47691008
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,559.243158739
9.994849797106964e-8,3077.0,6619.0,3078.0,3.22631664,466.624359498
