dual_gaps,times
0.1961228, 3600.238
0.1961228, 3600.274
0.1961228, 3600.074
0.1961228, 3600.1
0.1961228, 3600.103
0.1961228, 3600.299
0.1961228, 3600.099
0.1961228, 3600.307
0.1961228, 3600.299
0.1961228, 3600.237
