dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
9.068907923584495e-8,43.0,91.0,44.0,65.871362792,17.164637356
9.068907923584495e-8,43.0,91.0,44.0,65.871362792,16.801053748
9.068907923584495e-8,43.0,91.0,44.0,65.871362792,17.19821408
9.068907923584495e-8,43.0,91.0,44.0,65.871362792,17.320714642
9.068907923584495e-8,43.0,91.0,44.0,65.871656936,16.489668398
9.068907923584495e-8,43.0,91.0,44.0,65.872245224,16.536813169
9.068907923584495e-8,43.0,91.0,44.0,65.872245224,16.437187762
9.068907923584495e-8,43.0,91.0,44.0,65.871362792,16.416632526
9.068907923584495e-8,43.0,91.0,44.0,65.871509864,16.43040745
9.068907923584495e-8,43.0,91.0,44.0,65.872245224,16.486709213
