dual_gaps,times
9.828047e-8, 34.51981
9.828047e-8, 35.05436
9.828047e-8, 35.2525
9.828047e-8, 35.25569
9.828047e-8, 35.04187
9.828047e-8, 35.15839
9.828047e-8, 35.14604
9.828047e-8, 35.14786
9.828047e-8, 35.24384
9.828047e-8, 35.12876
