dual_gaps,times
1.044541, 3600.171
1.041171, 3600.373
1.041801, 3600.314
1.044743, 3600.479
1.048546, 3600.306
1.044743, 3600.676
1.041632, 3600.091
1.044743, 3600.393
1.037414, 3600.852
1.042284, 3601.069
