dual_gaps,times
2.73095e-5, 3600.319
1.130256e-5, 3600.318
2.341636e-5, 3600.222
2.595852e-5, 3600.436
2.24708e-5, 3600.251
7.229536e-5, 3600.198
1.140378e-5, 3600.26
1.366601e-5, 3600.199
2.46646e-5, 3600.218
2.239918e-5, 3600.195
