dual_gaps,times
6.430636e-8, 2341.982
6.430636e-8, 2345.332
6.430636e-8, 2495.723
6.430636e-8, 2566.236
6.430636e-8, 2545.58
6.430636e-8, 2490.432
6.430636e-8, 2309.349
6.430636e-8, 2281.794
6.430636e-8, 2273.705
6.430636e-8, 2280.375
