dual_gaps,times
1.084517e-6, 3618.137
1.040756e-6, 3617.331
1.044399e-6, 3608.514
9.940405e-7, 3610.149
1.048482e-6, 3616.443
1.048482e-6, 3616.372
9.940405e-7, 3612.602
1.048482e-6, 3615.749
1.032111e-6, 3610.784
1.175562e-6, 3618.972
