dual_gaps,times
2.703445e-8, 4.317203
2.703445e-8, 4.336388
2.703445e-8, 4.56023
2.703445e-8, 4.434131
2.703445e-8, 4.471423
2.703445e-8, 4.299247
2.703445e-8, 4.341005
2.703445e-8, 4.404314
2.703445e-8, 3.707411
2.703445e-8, 3.732692
