dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
6.73167407367202e-8,66.0,930.0,888.0,111.349338024,29.805314982
6.73167407367202e-8,66.0,930.0,888.0,111.349330424,29.616119908
6.73167407367202e-8,66.0,930.0,888.0,111.349330424,30.018854837
6.73167407367202e-8,66.0,930.0,888.0,111.349330424,30.934319715
6.73167407367202e-8,66.0,930.0,888.0,111.349330424,31.58897759
6.73167407367202e-8,66.0,930.0,888.0,111.349330424,32.581242418
6.73167407367202e-8,66.0,930.0,888.0,111.349330424,31.536488097
6.73167407367202e-8,66.0,930.0,888.0,111.349330424,31.476223508
6.73167407367202e-8,66.0,930.0,888.0,111.349330424,31.602890925
6.73167407367202e-8,66.0,930.0,888.0,111.349330424,31.535082535
