dual_gaps,times
0.0009817037, 3600.044
0.0009790413, 3600.046
0.0009905295, 3600.027
0.0009824328, 3600.026
0.0009818752, 3600.035
0.000986727, 3600.042
0.0009847572, 3600.034
0.0009826929, 3600.041
0.0009829914, 3600.046
0.0009952945, 3600.065
