dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,172.044825804
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,176.951335646
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,174.824204442
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,158.831271703
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,151.21332362
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,75.595952444
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,70.889396749
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,68.54648037
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,69.199103036
1.0010058610438952e-7,2970.0,6362.0,5938.0,130.585542848,100.117747097
