dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
0.018878316847729292,9255.0,19915.0,18508.0,0.495990488,25.095420044
0.015490424855528772,7262.0,15626.0,14522.0,0.26174924,10.832308613
0.04203037615874319,6208.0,13359.0,12415.0,0.259820648,10.684042546
0.021727116578162335,9219.0,19838.0,18436.0,0.378385288,17.743429594
0.048215578160843126,6691.0,14397.0,13380.0,0.298406792,12.83269426
0.04941425684358936,9194.0,19784.0,18386.0,0.298735816,12.783673756
0.01994980439120495,6726.0,14472.0,13450.0,0.26072012,10.699521514
0.016476502241155426,7224.0,15544.0,14446.0,0.261004088,10.783042691
0.018588969760250595,9730.0,20936.0,19457.0,0.262233576,10.850657661
0.018158784647155875,6262.0,13474.0,12523.0,0.26141596,10.731373252
