dual_gaps,times
2.738271e-7, 3603.906
2.738271e-7, 3603.755
2.738271e-7, 3603.558
2.738271e-7, 3603.52
2.738271e-7, 3603.973
2.738271e-7, 3604.695
2.738271e-7, 3603.643
2.738271e-7, 3603.829
2.738271e-7, 3603.437
2.738271e-7, 3603.637
