dual_gaps,times
0.00014456, 3600.119
0.0001479512, 3600.092
0.0001399392, 3600.083
0.0001450206, 3600.098
0.0001573278, 3600.084
0.0001536857, 3600.086
0.0001626039, 3600.09
0.0001620736, 3600.089
0.0001598291, 3600.093
0.0001495419, 3600.127
