dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
1.259432420085832e-6,2240.0,4818.0,4477.0,136.706659512,900.845537695
1.2707113128231431e-6,2247.0,4835.0,4492.0,136.862270536,900.689150866
1.322984180970009e-6,2246.0,4832.0,4489.0,136.491037144,900.639939481
1.3273701990491188e-6,2244.0,4830.0,4487.0,136.597571064,900.716618798
1.1888341150982293e-6,2246.0,4834.0,4491.0,136.918084424,900.853543139
1.2089487620514996e-6,2244.0,4830.0,4487.0,136.971351384,900.6252503
1.266354009184581e-6,2245.0,4830.0,4488.0,137.233503928,900.722364893
1.2590492294937278e-6,2251.0,4844.0,4500.0,137.180236968,900.934962631
1.2688021291925103e-6,2248.0,4837.0,4494.0,137.286770888,900.680013682
1.266354009184581e-6,2252.0,4846.0,4502.0,137.233503928,900.745310882
