avg std dim
1.0651587996730414e-7 1.077623608389037227664692311989319425982551475182189577076075976520326711779869 5000
1.0e-7 1.0 5000
1.0e-7 1.0 7000
1.1355811966112085e-7 1.222581855650530178082554120715334907367403358923468796861642917408632514360454 7000
1.1212951988819343e-7 1.139504054764407230888870562336660612202416171483556185890575226087407321244703 10000
1.2144257963366796e-7 1.23957732539951629266574716696243807724372262462371742366168778533492452266559 10000
1.1297287966340882e-7 1.222852571656367744241214221952522509077401880437840374307346309384827098183146 20000
1.0e-7 1.0 20000
