dual_gaps,times
7.221977e-8, 1.639648
7.221978e-8, 1.618264
7.221977e-8, 1.624666
7.221977e-8, 1.586688
7.221978e-8, 1.576918
7.221978e-8, 1.595052
7.221978e-8, 1.581359
7.221979e-8, 1.603774
7.221977e-8, 1.59606
7.221978e-8, 1.624719
