dual_gaps,times
6.219201,3600.019
3.116761,3600.034
2.544872,3600.111
2.186116,3600.102
4.056619,3600.125
1.977052,3600.072
5.017504,3600.087
3.391011,3600.098
0.6901259,3600.057
5.202615,3600.073
