dual_gaps,times
9.966554e-8, 7.631466
9.966554e-8, 7.873942
9.966554e-8, 7.770772
9.966554e-8, 7.689091
9.966554e-8, 6.963835
9.966554e-8, 7.781352
9.966554e-8, 7.88606
9.966554e-8, 7.825551
9.966554e-8, 7.151961
9.966554e-8, 7.831219
