dual_gaps,times
4.932294e8,3600.532
4.93507e8,3602.964
4.93506e8,3601.522
4.934045e8,3600.811
4.936207e8,3602.594
4.934472e8,3601.671
4.936002e8,3600.768
4.934697e8,3600.756
4.923954e8,3602.023
4.93202e8,3603.003
