dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
9.977710517804019e-8,36828.0,79255.0,36828.0,2.904282432,136.691442207
9.774550603849042e-8,36512.0,78575.0,36512.0,2.887120096,80.467469109
1.0400859959192406e-7,36593.0,78748.0,36593.0,2.893986672,80.747443695
1.03034724264846e-7,36442.0,78424.0,36442.0,2.88884424,80.441572636
1.0198818875210224e-7,36370.0,78268.0,36370.0,2.933445536,81.497356196
1.0001569703205387e-7,37148.0,79942.0,37148.0,2.94124988,81.746061288
9.993998202645576e-8,36828.0,79254.0,36828.0,2.962670888,80.506842066
9.912136429587314e-8,35973.0,77414.0,35973.0,2.851297544,115.514739059
1.004489175851856e-7,36931.0,79476.0,36931.0,2.927615152,115.267542451
1.0383825660378369e-7,35946.0,77354.0,35946.0,2.85982292,79.960234277
