dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,93.844057094
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,91.93611622
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,88.171672977
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,91.823662253
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,86.916796425
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,88.203832079
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,79.329191247
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,80.053442467
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,82.367775294
9.910241666188924e-8,1810.0,3894.0,5702.0,7.053473688,81.323893767
