dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,235.220603067
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,232.561681857
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,233.491419736
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,234.321247743
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,234.663756719
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,235.94657998
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,241.037307773
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,238.739821376
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,242.281649192
1.4281038464228523e-6,47.0,99.0,143.0,791.214520672,241.381235641
