dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.307860932
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.830538593
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.944332787
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.456560261
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.498713149
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.493440122
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.533268973
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.491600456
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.488016506
6.576584816571288e-8,67.0,1867.0,2456.0,10.063579456,3.518101959
