avg std dim
1.0003585999999742e-7 1.000716814632656960500925704645785607768912502368967886999240213928115466616165 5000
1.0e-7 1.0 5000
1.0e-7 1.0 7000
1.0e-7 1.0 7000
1.0009455999998212e-7 1.001888525108066366902461608898650422286916864681400964086730527260499477567538 10000
1.0e-7 1.0 10000
1.0011031999997566e-7 1.002202760889602132583778708072077294015614419023098103621882507341487688219354 20000
1.0e-7 1.0 20000
