dual_gaps,times
6.382936e-10, 0.01837832
6.382936e-10, 0.02755816
6.382936e-10, 0.04258233
6.382936e-10, 0.01865874
6.382936e-10, 0.01854024
6.382936e-10, 0.01823695
6.382936e-10, 0.04215168
6.382936e-10, 0.01874792
6.382936e-10, 0.01837003
6.382936e-10, 0.01799175
