dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,46.747695351
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,45.628234308
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,44.231636122
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,44.754930922
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,44.489560224
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,41.785901038
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,47.551825228
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,45.923533378
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,47.469122818
7.458037673546691e-8,215.0,4071.0,1915.0,33.326142312,45.765903406
