dual_gaps,times
7.836526e-8, 17.22329
7.836526e-8, 15.98972
7.836526e-8, 17.1572
7.836526e-8, 17.72453
7.836526e-8, 16.76266
7.836526e-8, 16.72163
7.836526e-8, 16.67016
7.836526e-8, 16.78031
7.836526e-8, 16.87368
7.836526e-8, 16.75079
