dual_gaps,times
1.446759e-6, 3600.239
1.628683e-6, 3600.191
1.220808e-6, 3600.194
1.569826e-6, 3600.247
1.625242e-6, 3600.167
1.620027e-6, 3600.217
1.610254e-6, 3600.179
1.592855e-6, 3600.159
1.601139e-6, 3600.156
1.607768e-6, 3600.222
