dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
8.240843554337642e-7,458.0,1520.0,526.0,3430.237100552,905.522489749
8.240843553756226e-7,444.0,1479.0,514.0,3208.8643766,904.760540429
8.240865708069891e-7,448.0,1490.0,517.0,3354.30664204,904.36792883
8.240843554282576e-7,449.0,1493.0,518.0,3361.82163092,905.341389254
8.240843553920049e-7,446.0,1485.0,516.0,3338.294161,905.234154052
8.24086570834993e-7,452.0,1500.0,520.0,3391.895497512,904.936665501
8.240865708141706e-7,420.0,1400.0,488.0,3017.394417448,906.01402705
8.240843554606727e-7,412.0,1374.0,480.0,3063.405817688,904.363549872
8.240843554279717e-7,437.0,1455.0,506.0,3376.763409448,905.467687684
8.240843554282576e-7,450.0,1494.0,518.0,3361.82083092,904.700775813
