dual_gaps,times
1.330772e-7, 37.62933
1.330772e-7, 34.1996
1.330772e-7, 34.00189
1.330772e-7, 39.70823
1.330772e-7, 37.06013
1.330772e-7, 34.10062
1.330772e-7, 38.05369
1.330772e-7, 36.40371
1.330772e-7, 39.52991
1.330772e-7, 36.9153
