dual_gaps,times
9.982283e-8, 620.058
9.982283e-8, 472.0147
9.982283e-8, 488.2172
9.982283e-8, 483.0161
9.982283e-8, 487.8167
9.982283e-8, 468.7088
9.982283e-8, 486.1773
9.982283e-8, 475.8979
9.982283e-8, 472.6212
9.982283e-8, 479.9816
