dual_gaps,times
7.006628e-8, 597.8677
7.006628e-8, 584.5931
7.006628e-8, 621.1526
7.006628e-8, 606.0293
7.006628e-8, 615.6828
7.006628e-8, 614.3491
7.006628e-8, 306.7358
7.006628e-8, 289.5708
7.006628e-8, 289.9495
7.006628e-8, 300.9965
