dual_gaps,times
3.025219e-7, 3604.797
3.025219e-7, 3607.684
3.118995e-7, 3608.49
3.005905e-7, 3607.096
3.025219e-7, 3604.246
3.025219e-7, 3604.789
3.005905e-7, 3607.05
3.005905e-7, 3608.071
3.005905e-7, 3608.385
3.005905e-7, 3607.54
