dual_gaps,LMO_calls,grad_calls,obj_calls,memory,times
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,83.312792928
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,83.480947678
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,83.5516282
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,83.3927879
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,83.401744865
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,83.40798551
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,83.529194247
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,80.45521807
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,80.459487216
1.0011543542104429e-7,1664.0,3581.0,1664.0,1.635288688,80.451048821
4672
