avg std dim
1.0053354916966627e-7 1.006597784566328253543732525397180897785673372759561377580934714985893717370913 5000
1.0e-7 1.0 5000
1.0030691191500903e-7 1.003987724310135288284562997690575154297544988320140971270599072201333475808488 7000
1.0e-7 1.0 7000
1.0e-7 1.0 10000
1.0e-7 1.0 10000
1.0008445881897209e-7 1.001687041799354305721640786953618752708502336035032943772693871552309977134573 20000
1.004433306834572e-7 1.008808424026831046236703281480410373148885377175655644297397251599674035630158 20000
