avg std dim
1.002710199998531e-7 1.005398542033652380139484266980329389715732222128521756129504977379568172653897 5000
1.0e-7 1.0 5000
1.0005877999999308e-7 1.00117456529777656367820273603879865055056019868440723369121877976886024734249 7000
1.0010849999997645e-7 1.00216647977987520829616521676660099268479994245808879848039096607002082175479 7000
1.0019821999992141e-7 1.003952682291884365427491571385079148982608170509519033560418456512310472470352 10000
1.0e-7 1.0 10000
1.0e-7 1.0 20000
1.0e-7 1.0 20000
