avg std dim
1.2793032925843463e-6 3.136895113450708099842612484273082344522891547815430717144016357545269332289393 5000
7.642626259359625e-6 1.408034541552012408203526118655985664289418125203039827390375225112517421995963 5000
3.3557447250471656e-6 1.55258149277766240939762121120381961628216208047615694969884969760529672605851 7000
1.3844827930433589e-5 1.480576976464103875690030052737847746468877604708591756859317687704205153256931 7000
6.274507201005126e-6 4.897125243511915709951135169473926117144557009307316225154194564691655233488494 10000
2.109889748883378e-5 1.304285147524698173628409826184104503154069275965075735405119314236071822853347 10000
2.2531493070257002e-5 1.285070368256364298096177681559959002596543007441543407011944423114488280055094 20000
5.2194222459452974e-5 1.300603118803535599154403070644081194821276667888642591747292866039478958580441 20000
